,Checking Status,Duration,Credit History,Purpose,Credit Amount,Saving Status,Employment,Installment Commitment,Other Parties,Residence Since,Property Magnitude,Age,Other Payment Plans,Housing,Existing Credits,Job,Num Dependents,Own Telephone,Foreign Worker,Gender,Marriage
407,0,15,existing paid,radio/tv,1053,100,0,4,none,2,real estate,27,none,own,1,skilled,1,No telephone,Not foreign,male,mar/wid
408,0,24,existing paid,radio/tv,3235,1000,10,3,none,2,car,26,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,div/sep
409,1000,12,critical/other existing credit,new car,939,1000,7,4,none,2,real estate,28,none,own,3,skilled,1,Having telephone,Foreign,male,mar/wid
410,200,24,existing paid,radio/tv,1967,100,10,4,none,4,car,20,none,own,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
411,0,33,critical/other existing credit,used car,7253,100,7,3,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
412,0,12,critical/other existing credit,business,2292,100,unemployed,4,none,2,car,42,stores,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
413,0,10,existing paid,new car,1597,1000,4,3,none,2,no known property,40,none,rent,1,unskilled resident,2,No telephone,Not foreign,male,single
414,0,24,existing paid,new car,1381,0,4,4,none,2,life insurance,35,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
415,0,36,critical/other existing credit,used car,5842,100,10,2,none,2,life insurance,35,none,own,2,skilled,2,Having telephone,Foreign,male,single
416,0,12,existing paid,new car,2579,100,0,4,none,1,real estate,33,none,own,1,unskilled resident,2,No telephone,Foreign,male,single
417,0,18,delayed previously,education,8471,0,4,1,none,2,car,23,none,rent,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
418,0,21,existing paid,new car,2782,1000,7,1,none,2,car,31,bank,own,1,high qualif/self emp/mgmt,1,No telephone,Foreign,female,div/dep/mar
419,200,18,existing paid,new car,1042,0,4,4,none,2,life insurance,33,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
420,0,15,existing paid,new car,3186,1500,7,2,none,3,car,20,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
421,200,12,existing paid,used car,2028,0,4,4,none,2,car,30,none,own,1,skilled,1,No telephone,Foreign,male,single
422,200,12,critical/other existing credit,new car,958,100,7,2,none,3,real estate,47,none,own,2,unskilled resident,2,No telephone,Foreign,male,single
423,0,21,delayed previously,furniture/equipment,1591,500,7,4,none,3,real estate,34,none,own,2,high qualif/self emp/mgmt,1,No telephone,Foreign,male,single
424,200,12,existing paid,furniture/equipment,2762,0,10,1,none,2,life insurance,25,bank,own,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
425,200,18,existing paid,used car,2779,100,4,1,none,3,car,21,none,rent,1,skilled,1,Having telephone,Foreign,male,mar/wid
426,0,28,critical/other existing credit,radio/tv,2743,100,10,4,none,2,car,29,none,own,2,skilled,1,No telephone,Foreign,male,single
427,0,18,critical/other existing credit,radio/tv,1149,1500,4,4,none,3,real estate,46,none,own,2,skilled,1,No telephone,Foreign,male,single
428,0,9,existing paid,furniture/equipment,1313,100,10,1,none,4,car,20,none,own,1,skilled,1,No telephone,Foreign,male,single
429,0,18,critical/other existing credit,repairs,1190,100,unemployed,2,none,4,no known property,55,none,for free,3,unemp/unskilled non res,2,No telephone,Foreign,female,div/dep/mar
430,0,5,existing paid,business,3448,100,7,1,none,4,real estate,74,none,own,1,unskilled resident,1,No telephone,Foreign,male,single
431,200,24,existing paid,other,11328,100,4,2,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
432,0,6,critical/other existing credit,furniture/equipment,1872,100,unemployed,4,none,4,no known property,36,none,for free,3,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
433,0,24,critical/other existing credit,repairs,2058,100,4,4,none,2,real estate,33,none,own,2,skilled,1,Having telephone,Foreign,male,div/sep
434,0,9,existing paid,furniture/equipment,2136,100,4,3,none,2,real estate,25,none,own,1,skilled,1,No telephone,Foreign,male,single
435,200,12,existing paid,radio/tv,1484,0,4,2,none,1,real estate,25,none,own,1,skilled,1,Having telephone,Foreign,male,mar/wid
436,0,6,existing paid,repairs,660,1000,7,2,none,4,real estate,23,none,rent,1,unskilled resident,1,No telephone,Foreign,male,mar/wid
437,0,24,critical/other existing credit,new car,1287,1500,10,4,none,4,real estate,37,none,own,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
438,0,42,critical/other existing credit,repairs,3394,100,unemployed,4,co applicant,4,car,65,none,own,2,unemp/unskilled non res,1,No telephone,Foreign,male,single
439,1000,12,all paid,business,609,100,0,4,none,1,real estate,26,none,own,1,unemp/unskilled non res,1,No telephone,Foreign,female,div/dep/mar
440,0,12,existing paid,new car,1884,100,10,4,none,4,car,39,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
441,0,12,existing paid,furniture/equipment,1620,100,4,2,co applicant,3,life insurance,30,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
442,200,20,delayed previously,other,2629,100,4,2,none,3,car,29,bank,own,2,skilled,1,Having telephone,Foreign,male,single
443,0,12,existing paid,education,719,100,10,4,none,4,car,41,bank,own,1,unskilled resident,2,No telephone,Foreign,male,single
444,200,48,critical/other existing credit,furniture/equipment,5096,100,4,2,none,3,car,30,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
445,0,9,critical/other existing credit,education,1244,0,10,4,none,4,life insurance,41,none,rent,2,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
446,0,36,existing paid,new car,1842,100,0,4,none,4,car,34,none,own,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
447,200,7,existing paid,radio/tv,2576,100,4,2,guarantor,2,real estate,35,none,own,1,skilled,1,No telephone,Foreign,male,single
448,1000,12,existing paid,furniture/equipment,1424,0,10,3,none,4,real estate,55,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
449,200,15,delayed previously,repairs,1512,1500,4,3,none,3,life insurance,61,stores,own,2,skilled,1,No telephone,Foreign,male,mar/wid
450,0,36,critical/other existing credit,used car,11054,0,4,4,none,2,car,30,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
451,0,6,existing paid,radio/tv,518,100,4,3,none,1,real estate,29,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
452,0,12,no credits/all paid,furniture/equipment,2759,100,10,2,none,4,life insurance,34,none,own,2,skilled,1,No telephone,Foreign,male,single
453,0,24,existing paid,used car,2670,100,10,4,none,4,car,35,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
454,0,24,existing paid,new car,4817,100,7,2,co applicant,3,life insurance,31,none,own,1,skilled,1,Having telephone,Foreign,male,single
455,0,24,existing paid,used car,2679,100,0,4,none,1,no known property,29,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
456,0,11,critical/other existing credit,new car,3905,100,4,2,none,2,real estate,36,none,rent,2,skilled,2,No telephone,Foreign,male,single
457,0,12,existing paid,used car,3386,100,10,3,none,4,no known property,35,none,for free,1,skilled,1,Having telephone,Foreign,male,single
458,0,6,existing paid,domestic appliance,343,100,0,4,none,1,real estate,27,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
459,0,18,existing paid,radio/tv,4594,100,0,3,none,2,car,32,none,own,1,skilled,1,Having telephone,Foreign,male,single
460,0,36,existing paid,furniture/equipment,3620,100,4,1,guarantor,2,life insurance,37,none,own,1,skilled,2,No telephone,Foreign,male,single
461,0,15,existing paid,new car,1721,100,0,2,none,3,real estate,36,none,own,1,skilled,1,No telephone,Foreign,male,single
462,200,12,existing paid,furniture/equipment,3017,100,0,3,none,1,real estate,34,none,rent,1,high qualif/self emp/mgmt,1,No telephone,Foreign,female,div/dep/mar
463,200,12,existing paid,retraining,754,0,10,4,none,4,life insurance,38,none,own,2,skilled,1,No telephone,Foreign,male,single
464,0,18,existing paid,business,1950,100,7,4,none,1,car,34,stores,own,2,skilled,1,Having telephone,Foreign,male,single
465,0,24,existing paid,used car,2924,100,4,3,guarantor,4,no known property,63,bank,own,1,skilled,2,Having telephone,Foreign,male,single
466,0,24,delayed previously,radio/tv,1659,100,0,4,none,2,car,29,none,rent,1,unskilled resident,1,Having telephone,Foreign,female,div/dep/mar
467,0,48,delayed previously,radio/tv,7238,0,10,3,none,3,car,32,bank,own,2,skilled,2,No telephone,Foreign,male,single
468,0,33,delayed previously,business,2764,100,4,2,none,2,car,26,none,own,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
469,0,24,delayed previously,used car,4679,100,7,3,none,3,car,35,none,own,2,unskilled resident,1,Having telephone,Foreign,male,single
470,200,24,existing paid,radio/tv,3092,500,0,3,none,2,car,22,none,rent,1,skilled,1,Having telephone,Foreign,male,mar/wid
471,0,6,existing paid,education,448,100,0,4,none,4,life insurance,23,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
472,0,9,existing paid,new car,654,100,4,4,none,3,car,28,none,own,1,unskilled resident,1,No telephone,Foreign,male,single
473,0,6,existing paid,retraining,1238,0,unemployed,4,none,4,life insurance,36,none,own,1,high qualif/self emp/mgmt,2,Having telephone,Foreign,male,single
474,200,18,critical/other existing credit,radio/tv,1245,100,4,4,none,2,car,33,none,own,1,skilled,1,No telephone,Foreign,male,mar/wid
475,0,18,no credits/all paid,furniture/equipment,3114,100,0,1,none,4,life insurance,26,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
476,0,39,existing paid,used car,2569,1000,4,4,none,4,car,24,none,own,1,skilled,1,No telephone,Foreign,male,single
477,1000,24,existing paid,radio/tv,5152,100,7,4,none,2,car,25,bank,own,1,skilled,1,No telephone,Foreign,male,single
478,200,12,existing paid,business,1037,500,7,3,none,4,real estate,39,none,own,1,unskilled resident,1,No telephone,Foreign,male,single
479,0,15,critical/other existing credit,furniture/equipment,1478,100,10,4,none,4,car,44,none,own,2,skilled,2,Having telephone,Foreign,male,single
480,200,12,critical/other existing credit,radio/tv,3573,100,4,1,none,1,real estate,23,none,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
481,200,24,existing paid,new car,1201,100,0,4,none,1,life insurance,26,none,own,1,skilled,1,No telephone,Foreign,male,single
482,0,30,existing paid,furniture/equipment,3622,1500,10,4,none,4,life insurance,57,none,rent,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
483,0,15,delayed previously,furniture/equipment,960,1500,7,3,none,2,life insurance,30,none,own,2,skilled,1,No telephone,Foreign,female,div/dep/mar
484,0,12,critical/other existing credit,new car,1163,1000,4,4,none,4,real estate,44,none,own,1,skilled,1,Having telephone,Foreign,male,single
485,200,6,delayed previously,new car,1209,100,unemployed,4,none,4,life insurance,47,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
486,0,12,existing paid,radio/tv,3077,100,4,2,none,4,car,52,none,own,1,skilled,1,Having telephone,Foreign,male,single
487,0,24,existing paid,new car,3757,100,10,4,co applicant,4,no known property,62,none,for free,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
488,0,10,existing paid,new car,1418,500,4,3,none,2,real estate,35,none,rent,1,unskilled resident,1,No telephone,Not foreign,male,single
489,0,6,existing paid,new car,3518,100,4,2,guarantor,3,life insurance,26,none,rent,1,skilled,1,No telephone,Foreign,male,single
490,0,12,critical/other existing credit,radio/tv,1934,100,10,2,none,2,no known property,26,none,own,2,skilled,1,No telephone,Foreign,male,single
491,200,27,no credits/all paid,business,8318,100,10,2,none,4,no known property,42,none,for free,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
492,0,6,critical/other existing credit,radio/tv,1237,500,4,1,none,1,life insurance,27,none,own,2,skilled,1,No telephone,Foreign,female,div/dep/mar
493,200,6,existing paid,radio/tv,368,0,10,4,none,4,life insurance,38,none,own,1,skilled,1,No telephone,Foreign,male,single
494,0,12,critical/other existing credit,new car,2122,100,4,3,none,2,real estate,39,none,rent,2,unskilled resident,2,No telephone,Not foreign,male,single
495,0,24,existing paid,furniture/equipment,2996,0,4,2,none,4,car,20,none,own,1,skilled,1,No telephone,Foreign,male,mar/wid
496,200,36,existing paid,furniture/equipment,9034,500,0,4,co applicant,1,no known property,29,none,rent,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
497,0,24,critical/other existing credit,furniture/equipment,1585,100,7,4,none,3,life insurance,40,none,own,2,skilled,1,No telephone,Foreign,male,single
498,200,18,existing paid,radio/tv,1301,100,10,4,guarantor,2,real estate,32,none,own,1,unskilled resident,1,No telephone,Foreign,male,mar/wid
499,1000,6,critical/other existing credit,new car,1323,500,10,2,none,4,car,28,none,own,2,skilled,2,Having telephone,Foreign,male,div/sep
500,0,24,existing paid,new car,3123,100,0,4,none,1,life insurance,27,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
501,0,36,existing paid,used car,5493,100,10,2,none,4,no known property,42,none,for free,1,skilled,2,No telephone,Foreign,male,single
502,1000,9,existing paid,radio/tv,1126,500,10,2,none,4,real estate,49,none,own,1,skilled,1,No telephone,Foreign,male,div/sep
503,200,24,critical/other existing credit,radio/tv,1216,500,0,4,none,4,no known property,38,bank,own,2,skilled,2,No telephone,Foreign,male,single
504,0,24,existing paid,new car,1207,100,0,4,none,4,life insurance,24,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
505,0,10,existing paid,new car,1309,0,4,4,guarantor,4,life insurance,27,none,own,1,unskilled resident,1,No telephone,Foreign,male,single
506,1000,15,critical/other existing credit,used car,2360,1000,4,2,none,2,car,36,none,own,1,skilled,1,Having telephone,Foreign,male,single
507,200,15,all paid,new car,6850,500,unemployed,1,none,2,life insurance,34,none,own,1,high qualif/self emp/mgmt,2,Having telephone,Foreign,male,single
508,0,24,existing paid,radio/tv,1413,100,4,4,none,2,life insurance,28,none,own,1,skilled,1,No telephone,Foreign,male,mar/wid
509,0,39,existing paid,used car,8588,500,10,4,none,2,car,45,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
510,0,12,existing paid,new car,759,100,7,4,none,2,real estate,26,none,own,1,skilled,1,No telephone,Foreign,male,single
511,0,36,existing paid,used car,4686,100,4,2,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
512,1000,15,existing paid,business,2687,100,7,2,none,4,life insurance,26,none,rent,1,skilled,1,Having telephone,Foreign,male,single
513,200,12,delayed previously,radio/tv,585,100,4,4,co applicant,4,real estate,20,none,rent,2,skilled,1,No telephone,Foreign,male,mar/wid
514,0,24,existing paid,new car,2255,0,0,4,none,1,life insurance,54,none,own,1,skilled,1,No telephone,Foreign,male,single
515,0,6,critical/other existing credit,new car,609,100,7,4,none,3,life insurance,37,none,own,2,skilled,1,No telephone,Not foreign,female,div/dep/mar
516,0,6,critical/other existing credit,new car,1361,100,0,2,none,4,real estate,40,none,own,1,unskilled resident,2,No telephone,Not foreign,male,single
517,0,36,critical/other existing credit,furniture/equipment,7127,100,0,2,none,4,life insurance,23,none,rent,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
518,0,6,existing paid,new car,1203,500,10,3,none,2,life insurance,43,none,own,1,skilled,1,Having telephone,Foreign,male,single
519,0,6,critical/other existing credit,radio/tv,700,0,10,4,none,4,no known property,36,none,for free,2,skilled,1,No telephone,Foreign,male,single
520,0,24,critical/other existing credit,repairs,5507,100,10,3,none,4,no known property,44,none,for free,2,skilled,1,No telephone,Foreign,male,single
521,0,18,existing paid,radio/tv,3190,100,4,2,none,2,real estate,24,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
522,0,48,no credits/all paid,furniture/equipment,7119,100,4,3,none,4,no known property,53,none,for free,2,skilled,2,No telephone,Foreign,male,single
523,0,24,existing paid,used car,3488,500,7,3,none,4,car,23,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
524,200,18,existing paid,radio/tv,1113,100,4,4,guarantor,4,real estate,26,none,own,1,unskilled resident,2,No telephone,Foreign,female,div/dep/mar
525,200,26,existing paid,used car,7966,100,0,2,none,3,car,30,none,own,2,skilled,1,No telephone,Foreign,male,single
526,0,15,critical/other existing credit,education,1532,500,4,4,none,3,car,31,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
527,0,4,critical/other existing credit,radio/tv,1503,100,7,2,none,1,real estate,42,none,own,2,unskilled resident,2,No telephone,Foreign,male,single
528,0,36,existing paid,radio/tv,2302,100,4,4,none,4,car,31,none,rent,1,skilled,1,No telephone,Foreign,male,div/sep
529,0,6,existing paid,new car,662,100,0,3,none,4,real estate,41,none,own,1,unskilled resident,2,Having telephone,Foreign,male,single
530,200,36,existing paid,education,2273,100,7,3,none,1,car,32,none,own,2,skilled,2,No telephone,Foreign,male,single
531,200,15,existing paid,new car,2631,500,4,2,none,4,car,28,none,rent,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
532,0,12,delayed previously,used car,1503,100,4,4,none,4,real estate,41,none,rent,1,skilled,1,No telephone,Foreign,male,mar/wid
533,0,24,existing paid,radio/tv,1311,500,7,4,none,3,life insurance,26,none,own,1,skilled,1,Having telephone,Foreign,male,mar/wid
534,0,24,existing paid,radio/tv,3105,0,0,4,none,2,car,25,none,own,2,skilled,1,No telephone,Foreign,male,single
535,1000,21,critical/other existing credit,education,2319,100,0,2,none,1,car,33,none,rent,1,skilled,1,No telephone,Foreign,male,div/sep
536,0,6,existing paid,new car,1374,0,unemployed,4,none,3,life insurance,75,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
537,200,18,critical/other existing credit,furniture/equipment,3612,100,10,3,none,4,life insurance,37,none,own,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
538,0,48,existing paid,new car,7763,100,10,4,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,No telephone,Foreign,male,single
539,1000,18,existing paid,furniture/equipment,3049,100,0,1,none,1,life insurance,45,stores,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
540,200,12,existing paid,radio/tv,1534,100,0,1,none,1,real estate,23,none,rent,1,skilled,1,No telephone,Foreign,male,mar/wid
541,0,24,delayed previously,new car,2032,100,10,4,none,4,no known property,60,none,for free,2,skilled,1,Having telephone,Foreign,male,single
542,0,30,existing paid,furniture/equipment,6350,0,10,4,none,4,life insurance,31,none,own,1,skilled,1,No telephone,Foreign,male,single
543,1000,18,existing paid,furniture/equipment,2864,100,4,2,none,1,real estate,34,none,own,1,unskilled resident,2,No telephone,Foreign,male,single
544,0,12,critical/other existing credit,new car,1255,100,10,4,none,4,real estate,61,none,own,2,unskilled resident,1,No telephone,Foreign,male,single
545,0,24,delayed previously,new car,1333,100,unemployed,4,none,2,real estate,43,none,for free,2,skilled,2,No telephone,Foreign,male,single
546,0,24,critical/other existing credit,new car,2022,100,4,4,none,4,car,37,none,own,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
547,0,24,existing paid,radio/tv,1552,100,7,3,none,1,car,32,bank,own,1,skilled,2,No telephone,Foreign,male,single
548,0,12,all paid,radio/tv,626,100,4,4,none,4,real estate,24,bank,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
549,0,48,critical/other existing credit,used car,8858,0,7,2,none,1,no known property,35,none,for free,2,skilled,1,Having telephone,Foreign,male,single
550,0,12,critical/other existing credit,repairs,996,0,7,4,none,4,real estate,23,none,own,2,skilled,1,No telephone,Foreign,female,div/dep/mar
551,0,6,all paid,radio/tv,1750,1000,10,2,none,4,life insurance,45,bank,own,1,unskilled resident,2,No telephone,Foreign,male,single
552,0,48,existing paid,radio/tv,6999,100,7,1,guarantor,1,real estate,34,none,own,2,skilled,1,Having telephone,Foreign,male,mar/wid
553,200,12,critical/other existing credit,new car,1995,500,0,4,none,1,car,27,none,own,1,skilled,1,No telephone,Foreign,male,single
554,200,9,existing paid,education,1199,100,7,4,none,4,life insurance,67,none,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
555,200,12,existing paid,radio/tv,1331,100,0,2,none,1,car,22,stores,own,1,skilled,1,No telephone,Foreign,male,single
556,200,18,no credits/all paid,new car,2278,500,0,3,none,3,car,28,none,own,2,skilled,1,No telephone,Foreign,female,div/dep/mar
557,0,21,no credits/all paid,new car,5003,0,4,1,none,4,life insurance,29,bank,own,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
558,0,24,all paid,furniture/equipment,3552,100,7,3,none,4,car,27,bank,own,1,skilled,1,No telephone,Foreign,male,single
559,200,18,critical/other existing credit,furniture/equipment,1928,100,0,2,none,2,real estate,31,none,own,2,unskilled resident,1,No telephone,Foreign,male,single
560,0,24,existing paid,used car,2964,0,10,4,none,4,no known property,49,bank,for free,1,skilled,2,Having telephone,Foreign,male,single
561,0,24,all paid,radio/tv,1546,100,7,4,guarantor,4,car,24,bank,rent,1,unskilled resident,1,No telephone,Foreign,male,single
562,1000,6,delayed previously,radio/tv,683,100,0,2,none,1,life insurance,29,bank,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
563,200,36,existing paid,new car,12389,0,4,1,none,4,no known property,37,none,for free,1,skilled,1,Having telephone,Foreign,male,single
564,200,24,delayed previously,business,4712,0,4,4,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
565,200,24,delayed previously,radio/tv,1553,500,7,3,none,2,life insurance,23,none,rent,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
566,0,12,existing paid,new car,1372,100,7,2,none,3,car,36,none,own,1,skilled,1,No telephone,Foreign,male,div/sep
567,0,24,critical/other existing credit,radio/tv,2578,1500,10,2,none,2,car,34,none,own,1,skilled,1,No telephone,Foreign,male,single
568,200,48,existing paid,radio/tv,3979,0,7,4,none,1,car,41,none,own,2,skilled,2,Having telephone,Foreign,male,single
569,0,48,existing paid,radio/tv,6758,100,4,3,none,2,car,31,none,own,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
570,0,24,existing paid,furniture/equipment,3234,100,0,4,none,4,real estate,23,none,rent,1,unskilled resident,1,Having telephone,Foreign,female,div/dep/mar
571,0,30,critical/other existing credit,radio/tv,5954,100,7,3,co applicant,2,car,38,none,own,1,skilled,1,No telephone,Foreign,male,single
572,0,24,existing paid,used car,5433,0,unemployed,2,none,4,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
573,0,15,existing paid,business,806,100,4,4,none,4,life insurance,22,none,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
574,200,9,existing paid,radio/tv,1082,100,10,4,none,4,car,27,none,own,2,unskilled resident,1,No telephone,Foreign,male,single
575,0,15,critical/other existing credit,furniture/equipment,2788,100,7,2,co applicant,3,car,24,bank,own,2,skilled,1,No telephone,Foreign,female,div/dep/mar
576,200,12,existing paid,radio/tv,2930,100,7,2,none,1,real estate,27,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
577,0,24,critical/other existing credit,education,1927,0,4,3,none,2,car,33,none,own,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
578,200,36,critical/other existing credit,new car,2820,100,0,4,none,4,car,27,none,own,2,skilled,1,No telephone,Foreign,male,div/sep
579,0,24,existing paid,retraining,937,100,0,4,none,3,car,27,none,own,2,unskilled resident,1,No telephone,Foreign,male,mar/wid
580,200,18,critical/other existing credit,new car,1056,100,10,3,guarantor,3,real estate,30,bank,own,2,skilled,1,No telephone,Foreign,male,single
581,200,12,critical/other existing credit,new car,3124,100,0,1,none,3,real estate,49,bank,own,2,unskilled resident,2,No telephone,Foreign,male,single
582,0,9,existing paid,furniture/equipment,1388,100,4,4,none,2,real estate,26,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
583,200,36,existing paid,repairs,2384,100,0,4,none,1,no known property,33,none,rent,1,unskilled resident,1,No telephone,Foreign,male,single
584,0,12,existing paid,new car,2133,0,10,4,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
585,0,18,existing paid,furniture/equipment,2039,100,4,1,none,4,real estate,20,bank,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
586,0,9,critical/other existing credit,new car,2799,100,4,2,none,2,real estate,36,none,rent,2,skilled,2,No telephone,Foreign,male,single
587,0,12,existing paid,furniture/equipment,1289,100,4,4,guarantor,1,life insurance,21,none,own,1,unskilled resident,1,No telephone,Foreign,male,single
588,0,18,existing paid,domestic appliance,1217,100,4,4,none,3,real estate,47,none,own,1,unskilled resident,1,Having telephone,Foreign,male,mar/wid
589,0,12,critical/other existing credit,furniture/equipment,2246,100,10,3,none,3,life insurance,60,none,own,2,skilled,1,No telephone,Foreign,male,single
590,0,12,critical/other existing credit,radio/tv,385,100,7,4,none,3,real estate,58,none,own,4,unskilled resident,1,Having telephone,Foreign,female,div/dep/mar
591,200,24,delayed previously,new car,1965,0,4,4,none,4,car,42,none,rent,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
592,0,21,existing paid,business,1572,1500,10,4,none,4,real estate,36,bank,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
593,200,24,existing paid,new car,2718,100,4,3,none,4,life insurance,20,none,rent,1,unskilled resident,1,Having telephone,Foreign,female,div/dep/mar
594,0,24,all paid,other,1358,0,10,4,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
595,200,6,all paid,new car,931,500,0,1,none,1,life insurance,32,stores,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
596,0,24,existing paid,new car,1442,100,7,4,none,4,car,23,none,rent,2,skilled,1,No telephone,Foreign,female,div/dep/mar
597,200,24,no credits/all paid,business,4241,100,4,1,none,4,real estate,36,none,own,3,unskilled resident,1,Having telephone,Foreign,male,single
598,0,18,critical/other existing credit,new car,2775,100,7,2,none,2,life insurance,31,bank,own,2,skilled,1,No telephone,Foreign,male,single
599,0,24,delayed previously,business,3863,100,4,1,none,2,no known property,32,none,for free,1,skilled,1,No telephone,Foreign,male,single
600,200,7,existing paid,radio/tv,2329,100,0,1,guarantor,1,real estate,45,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
601,200,9,existing paid,furniture/equipment,918,100,4,4,none,1,life insurance,30,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
602,200,24,all paid,education,1837,100,7,4,none,4,no known property,34,bank,for free,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
603,0,36,existing paid,furniture/equipment,3349,100,4,4,none,2,car,28,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
604,1000,10,existing paid,furniture/equipment,1275,100,0,4,none,2,life insurance,23,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
605,0,24,all paid,furniture/equipment,2828,1000,4,4,none,4,real estate,22,stores,own,1,skilled,1,Having telephone,Foreign,male,single
606,0,24,critical/other existing credit,business,4526,100,4,3,none,2,real estate,74,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
607,200,36,existing paid,radio/tv,2671,500,4,4,co applicant,4,no known property,50,none,for free,1,skilled,1,No telephone,Foreign,female,div/dep/mar
608,0,18,existing paid,radio/tv,2051,100,0,4,none,1,real estate,33,none,own,1,skilled,1,No telephone,Foreign,male,single
609,0,15,existing paid,used car,1300,0,10,4,none,4,no known property,45,bank,for free,1,skilled,2,No telephone,Foreign,male,single
610,0,12,existing paid,domestic appliance,741,500,unemployed,4,none,3,life insurance,22,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
611,1000,10,existing paid,new car,1240,500,10,1,none,4,no known property,48,none,for free,1,unskilled resident,2,No telephone,Foreign,female,div/dep/mar
